HGNC ID	Approved symbol	Approved name	Previous symbols	Alias symbols	Accession numbers	RefSeq IDs
HGNC:33128	ACOT1	acyl-CoA thioesterase 1		ACH2, CTE-1, LACH2	DQ082754	NM_001037161
HGNC:18431	ACOT2	acyl-CoA thioesterase 2		Mte1, ZAP128	AY005822, AK001939	NM_006821
HGNC:19748	ACOT4	acyl-CoA thioesterase 4		FLJ31235, PTE-Ib, PTE2B	BC031799	NM_152331
HGNC:33159	ACOT6	acyl-CoA thioesterase 6	C14orf42		DQ082756, BF109853	NM_001037162
HGNC:24157	ACOT7	acyl-CoA thioesterase 7		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	AB074417	NM_007274
HGNC:15919	ACOT8	acyl-CoA thioesterase 8	PTE1	hACTE-III, hTE, PTE-2, NAP1	AF014404	NM_183386
HGNC:17152	ACOT9	acyl-CoA thioesterase 9		CGI-16, MT-ACT48, ACATE2	AF132950	NM_012332
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	AB014607	NM_015547
HGNC:24436	ACOT12	acyl-CoA thioesterase 12		Cach, THEAL, STARD15	AB078619	NM_130767
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	THEM2	HT012	AF220186	NM_018473
HGNC:119	ACOX1	acyl-CoA oxidase 1		PALMCOX	U03254	
HGNC:120	ACOX2	acyl-CoA oxidase 2		BRCACOX, BRCOX, THCCox	X95190	NM_003500
HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl			Y11411	
HGNC:25621	ACOXL	acyl-CoA oxidase like		FLJ11042, ACOX4		NM_018308
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1				NR_122074
HGNC:122	ACP1	acid phosphatase 1		HAAP, LMW-PTP, LMWPTP	M87546	NM_004300
HGNC:123	ACP2	acid phosphatase 2, lysosomal		LAP	X15525	NM_001610
HGNC:125	ACP3	acid phosphatase 3	ACPP	ACP-3, PAP, TM-PAP		NM_001099
HGNC:14376	ACP4	acid phosphatase 4	ACPT		AF321918	NM_033068
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant		TRAP, HPAP, TRAcP	X14618	
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic		LPAP, ACPL1	BC009965	NM_016361
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)		FLJ16165, PAPL1, PAPL		NM_001004318
HGNC:126	ACR	acrosin			CR456366	NM_001097
HGNC:17195	ACRBP	acrosin binding protein		SP32, OY-TES-1, CT23	AB051833	NM_032489
HGNC:54745	ACRP1	ACR pseudogene 1				NG_021518
HGNC:127	ACRV1	acrosomal vesicle protein 1		SPACA2, SP-10, D11S4365	AK223335	NM_001612
HGNC:128	ACS3	symbol withdrawn, see [HGNC:12428](/data/gene-symbol-report/#!/hgnc_id/HGNC:12428)				
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	AB014531	NM_015162
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2		BGR, PRTD-NY3, DKFZp434K1635		NM_030924
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2		FLJ20920, ACSMW	AK024573, BC012053	NM_025149
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3			AK075499	NM_174917
HGNC:3569	ACSL1	acyl-CoA synthetase long chain family member 1	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	BC026290	NM_001995
HGNC:3570	ACSL3	acyl-CoA synthetase long chain family member 3	FACL3	ACS3, PRO2194	D89053	NM_004457
HGNC:40227	ACSL3-AS1	ACSL3 antisense RNA 1			DB074600	
HGNC:56529	ACSL3P1	ACSL3 pseudogene 1				NG_025745
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	FACL4, MRX63, MRX68	ACS4, LACS4	BC034959	NM_004458
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	FACL5	ACS5, ACS2	AB033899	NM_016234
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	FACL6	KIAA0837, ACS2, LACS5, LACS2	AB020644	NM_015256
HGNC:40772	ACSL6-AS1	ACSL6 antisense RNA 1				
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	BUCS1	MACS1	AB059429	NM_052956
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	ACSM2	A-923A4.1, MGC150530	AK091878, AK096039	NM_001308172
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	ACSM2	HXMA, HYST1046	AY160217	NM_182617
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	SAH	SA	D16350	NM_005622
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4				NM_001080454
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5		FLJ20581		NM_017888
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1				NG_026352
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	C10orf129	bA310E22.3		NM_207321
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	ACAS2L	dJ568C11.3, AceCS2L, MGC33843		NM_032501
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	AF263614	NM_018677
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3		FLJ21963		NM_024560
HGNC:58286	ACSS3-AS1	ACSS3 antisense RNA 1				
HGNC:129	ACTA1	actin alpha 1, skeletal muscle	ACTA	NEM3	J00068	NM_001100
HGNC:130	ACTA2	actin alpha 2, smooth muscle		ACTSA	X13839	NM_001613
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1		uc001kfo.1, ZXF1, UC001kfo	AK093340, AX748062	NR_125373
HGNC:131	ACTA3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)				
HGNC:132	ACTB	actin beta			M28424	NM_001101
HGNC:17780	ACTBL2	actin beta like 2		DKFZp686D0972		NM_001017992
HGNC:134	ACTBP1	ACTB pseudogene 1				NG_022596
HGNC:135	ACTBP2	ACTB pseudogene 2				NG_003019
HGNC:136	ACTBP3	ACTB pseudogene 3				
HGNC:137	ACTBP4	ACTB pseudogene 4				
HGNC:138	ACTBP5	actin, beta pseudogene 5				
HGNC:139	ACTBP6	ACTB pseudogene 6				NG_008793
HGNC:140	ACTBP7	ACTB pseudogene 7			V00479	
HGNC:141	ACTBP8	ACTB pseudogene 8		ACTBP2	V00481	NG_000840
HGNC:142	ACTBP9	ACTB pseudogene 9			D50604	NG_003162
HGNC:31819	ACTBP10	ACTB pseudogene 10				
HGNC:33971	ACTBP11	ACTB pseudogene 11				
HGNC:150	ACTBP12	ACTB pseudogene 12	ACTGP5			NG_026958
HGNC:45086	ACTBP14	ACTB pseudogene 14				NG_022182
HGNC:55065	ACTBP15	ACTB pseudogene 15				
HGNC:56590	ACTBP16	ACTB pseudogene 16				NG_022284
HGNC:143	ACTC1	actin alpha cardiac muscle 1	ACTC	CMD1R	BC009978	NM_005159
HGNC:51491	ACTE1P	actin epsilon 1, pseudogene				
HGNC:144	ACTG1	actin gamma 1	ACTG, DFNA20, DFNA26			NM_001614
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	ACTGP1, ACT1GP1		D50658	NG_001068
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	ACTL2, ACTGP2			NG_004636
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	ACTGP3		AF196978	NG_000842
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	ACTGP4			
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	ACTGP6			
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	ACTGP7			
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	ACTGP8			
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	ACTGP9		D50659	NG_001069
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	ACTL1, ACTGP10		AL139396	NG_003039
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11				NG_004636
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12				
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13				
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14				NG_023870
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15				
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16				
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17				
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18				
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19				
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20				
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21				
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22				
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23				
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	POTENP			
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25		AGPG		NR_002929
HGNC:145	ACTG2	actin gamma 2, smooth muscle	ACTL3, ACTA3	ACTSG		NM_001615
HGNC:156	ACTL2	symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)				
HGNC:157	ACTL3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)				
HGNC:158	ACTL4	actin-like 4				
HGNC:159	ACTL5	actin-like 5		ACTFIB		
HGNC:24124	ACTL6A	actin like 6A		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	AK098691	NM_004301
HGNC:160	ACTL6B	actin like 6B	ACTL6	BAF53B, SMARCN2	AB015906	NM_016188
HGNC:161	ACTL7A	actin like 7A			BC014610	NM_006687
HGNC:162	ACTL7B	actin like 7B		Tact1	BC033789	NM_006686
HGNC:24018	ACTL8	actin like 8		CT57	AK057339	NM_030812
HGNC:28494	ACTL9	actin like 9		MGC33407		NM_178525
HGNC:16127	ACTL10	actin like 10	C20orf134		AL121906	
HGNC:44626	ACTL11P	actin like 11, pseudogene	ACTBP13			
HGNC:24758	ACTMAP	actin maturation protease	C19orf54	FLJ41131	AK123126	NM_198476
HGNC:163	ACTN1	actinin alpha 1			M95178	NM_001102
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript	C14orf84, ACTN1-AS1		DB029126, AI147349	
HGNC:164	ACTN2	actinin alpha 2			BC047901	NM_001103
HGNC:165	ACTN3	actinin alpha 3			M86407	NM_001104
HGNC:58248	ACTN3-AS1	ACTN3 antisense RNA 1				
HGNC:166	ACTN4	actinin alpha 4	FSGS1		D89980	
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1				
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2				
HGNC:51621	ACTP1	actin family pseudogene 1				NG_044542
HGNC:167	ACTR1A	actin related protein 1A		ARP1, Arp1A	X82206	
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1				NG_021577
HGNC:168	ACTR1B	actin related protein 1B	CTRN2	Arp1B	X82207	NM_005735
HGNC:169	ACTR2	actin related protein 2		ARP2	AF006082	NM_001005386
HGNC:56978	ACTR2P1	ACTR2 pseudogene 1				NG_027472
HGNC:57006	ACTR2P2	ACTR2 pseudogene 2				NG_022927
HGNC:170	ACTR3	actin related protein 3		ARP3	AF006083	NM_005721
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1		AC104653.1		NR_110174
HGNC:17256	ACTR3B	actin related protein 3B		ARP11, ARP3beta		NM_020445
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1				NG_005799
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2		FKSG73		
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3				
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4				
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5				
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6				
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7				
HGNC:37282	ACTR3C	actin related protein 3C		ARP11		
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1				
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2				
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3				
HGNC:14671	ACTR5	actin related protein 5		FLJ12785, Arp5, INO80M	AK022847	NM_024855
HGNC:24025	ACTR6	actin related protein 6		ARP6, FLJ13433	AF212251	NM_022496
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1				NG_025147
HGNC:14672	ACTR8	actin related protein 8		INO80N, ARP8		NM_022899
HGNC:17372	ACTR10	actin related protein 10		HARP11, ACTR11, Arp11, Arp10	AF220190	
HGNC:24027	ACTRT1	actin related protein T1		AIP1, KIAA0705, ARIP1, Arp-T1	AF440739	NM_138289
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1				NG_011795
HGNC:24026	ACTRT2	actin related protein T2		Arp-T2, ARPM2, FLJ25424	AF440740, AB057364	NM_080431
HGNC:24022	ACTRT3	actin related protein T3		ARPM1	AK055346	NM_032487
HGNC:171	ACVR1	activin A receptor type 1	ACVRLK2	SKR1, ALK2, ACVR1A		NM_001105
HGNC:172	ACVR1B	activin A receptor type 1B	ACVRLK4	ALK4, SKR2, ActRIB		NM_020328
HGNC:18123	ACVR1C	activin A receptor type 1C		ALK7, ACVRLK7	BC022530	NM_145259
HGNC:173	ACVR2A	activin A receptor type 2A	ACVR2	ACTRII		NM_001616
HGNC:174	ACVR2B	activin A receptor type 2B		ActR-IIB	X77533	NM_001106
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1			AK025619	NR_028389
HGNC:175	ACVRL1	activin A receptor like type 1	ACVRLK1, ORW2	HHT2, ALK1, HHT	L17075	NM_000020
HGNC:176	ACVRLK2	symbol withdrawn, see [HGNC:171](/data/gene-symbol-report/#!/hgnc_id/HGNC:171)				
HGNC:177	ACY1	aminoacylase 1			L07548	NM_000666
HGNC:178	ACY1L	symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)	ACY1L	AN		
HGNC:24104	ACY3	aminoacylase 3		HCBP1, MGC9740, ACY-3, ASPA2	BC008689	NM_080658
HGNC:179	ACYP1	acylphosphatase 1			X84194	
HGNC:180	ACYP2	acylphosphatase 2			X84195	
HGNC:181	AD1	symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)				
HGNC:182	AD2	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)	AD2			
HGNC:183	AD3	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)				
HGNC:184	AD4	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)				
HGNC:185	AD5	Alzheimer disease 5				
HGNC:186	ADA	adenosine deaminase		ADA1	X02994	NM_000022
HGNC:1839	ADA2	adenosine deaminase 2	IDGFL, CECR1	ADGF	AF190746	
HGNC:30713	ADAD1	adenosine deaminase domain containing 1		Tenr	AK057303	NM_139243
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1				
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2				
HGNC:30714	ADAD2	adenosine deaminase domain containing 2		TENRL, FLJ00337	AF447586	NM_139174
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	Y09232	NG_001216
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)				NG_024129
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	FTNB	PH-30b, PH30, CT15	U52370	NM_001464
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1	ADAM3, tMDCI	X89657	NR_001569
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2		Y10615	NG_001526
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P	tMDCII	BC047448	NR_001448
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96	tMDCIV	AI024595	NR_002224
HGNC:214	ADAM7	ADAM metallopeptidase domain 7		GP-83, EAPI	AF090327	NM_003817
HGNC:56152	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1				NR_125808
HGNC:56153	ADAM7-AS2	ADAM7 antisense RNA 2				NR_125809
HGNC:215	ADAM8	ADAM metallopeptidase domain 8		CD156, MS2, CD156A	D26579	NM_001109
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	CORD9	MDC9, KIAA0021, MCMP, Mltng	U41766	
HGNC:188	ADAM10	ADAM metallopeptidase domain 10		kuz, MADM, HsT18717, CD156C	AF009615	NM_001110
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	MDC		D17390	NM_002390
HGNC:190	ADAM12	ADAM metallopeptidase domain 12		MCMPMltna, MLTN	AF023476	
HGNC:43841	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)		CAR10, FLJ31066		
HGNC:193	ADAM15	ADAM metallopeptidase domain 15		MDC15	U46005	NM_003815
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	TACE	cSVP, CD156B	U69611	
HGNC:196	ADAM18	ADAM metallopeptidase domain 18		tMDCIII, ADAM27	AJ133004	NM_014237
HGNC:197	ADAM19	ADAM metallopeptidase domain 19		MLTNB	AF311317	NM_033274
HGNC:199	ADAM20	ADAM metallopeptidase domain 20			AF029899	
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55		BC047939	NR_037933
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2				
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3				
HGNC:200	ADAM21	ADAM metallopeptidase domain 21		ADAM31	AF029900	
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P			NG_002467
HGNC:201	ADAM22	ADAM metallopeptidase domain 22		MDC2	AB009671	NM_021723
HGNC:202	ADAM23	ADAM metallopeptidase domain 23		MDC3	AB009672	NM_003812
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene				
HGNC:206	ADAM28	ADAM metallopeptidase domain 28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	AJ242015	NM_021778
HGNC:207	ADAM29	ADAM metallopeptidase domain 29		svph1, CT73	AF171929	
HGNC:208	ADAM30	ADAM metallopeptidase domain 30		svph4	AF171932	NM_021794
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32			BC026085	NM_145004
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	C20orf153	DKFZp434K0521, dJ964F7.1	AL117415, AB055891	NM_025220
HGNC:16299	ADAMDEC1	ADAM like decysin 1		M12.219	Y13323	NM_014479
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		C3-C5, METH1, KIAA1346	AF060152	
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	AJ003125	NM_014244
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		KIAA0366, ADAMTS-4	AB002364	
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		KIAA0688, ADAMTS-2, ADMP-1	AB014588	NM_005099
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		ADMP-2, ADAMTS11	AF142099	
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		ADAM-TS6	AF140674	NM_197941
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		ADAM-TS7, DKFZp434H204	AF140675	NM_014272
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P2			
HGNC:49408	ADAMTS7P2	symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)				
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3				
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4				
HGNC:56992	ADAMTS7P5	ADAMTS7 pseudogene 5				NG_027439
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		METH2, FLJ41712, ADAM-TS8	AF060153	NM_007037
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		KIAA1312	AF261918	
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1				NR_110150
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2				NR_038264
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		ADAM-TS10	AF163762	NM_030957
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12			AJ250725	NM_030955
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	AJ011374	NM_139025
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14			AF358666	NM_080722
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15			AJ315733	NM_139055
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		ADAMTS16s	AJ315734	NM_139056
HGNC:58093	ADAMTS16-AS1	ADAMTS16 antisense RNA 1		AC022424.2		
HGNC:55548	ADAMTS16-DT	ADAMTS16 divergent transcript				NR_109915
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		FLJ32769, FLJ16363	AJ315735	NM_139057
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21		AJ311903	
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19			AJ311904	NM_133638
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1		RP11-346A9.1	DA728271	NR_125748
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		GON-1	AF488804	NM_025003
HGNC:16662	ADAMTS21	symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)				
HGNC:14632	ADAMTSL1	ADAMTS like 1	C9orf94	ADAMTSR1, FLJ35283	AF176313	
HGNC:14631	ADAMTSL2	ADAMTS like 2		KIAA0605	AB011177	NM_014694
HGNC:14633	ADAMTSL3	ADAMTS like 3		KIAA1233, punctin-2	AF237652	NM_207517
HGNC:19706	ADAMTSL4	ADAMTS like 4	TSRC1	DKFZP434K1772	BC027478	NM_019032
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	C1orf138	FLJ45786	AK127688	
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2				
HGNC:27912	ADAMTSL5	ADAMTS like 5	THSD6		BC040620	NM_213604
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	CENTA1	GCS1L	AJ006422	NM_006869
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	CENTA2		AJ238994	NM_018404
HGNC:225	ADAR	adenosine deaminase RNA specific	IFI4, G1P1	ADAR1, DRADA	BC038227	NM_001111
HGNC:226	ADARB1	adenosine deaminase RNA specific B1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	U76420	NM_015833
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)		RED2, hRED2, ADAR3	AF034837	NM_018702
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	C10orf109, NCRNA00168	bA466B20.1		NR_033387
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1			AF125188	NM_012091
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	DEADC1	dJ20N2.1, TAD2	BC037955	NM_001286259
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3		TAD3	BC011824	NM_138422
HGNC:19038	ADCK1	aarF domain containing kinase 1		FLJ39600	AK096919	NM_020421
HGNC:19039	ADCK2	aarF domain containing kinase 2		MGC20727	AF131745	NM_052853
HGNC:21738	ADCK5	aarF domain containing kinase 5		FLJ35454	BC032402	NM_174922
HGNC:229	ADCP1	adenosine deaminase complexing protein 1				
HGNC:230	ADCP2	symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)				
HGNC:231	ADCR	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)				
HGNC:232	ADCY1	adenylate cyclase 1	DFNB44	AC1	L05500	NM_021116
HGNC:233	ADCY2	adenylate cyclase 2		HBAC2, KIAA1060, AC2	AB028983	NM_020546
HGNC:234	ADCY3	adenylate cyclase 3		AC3	AF033861	
HGNC:235	ADCY4	adenylate cyclase 4		AC4	AF497516	
HGNC:236	ADCY5	adenylate cyclase 5		AC5	U65473	NM_183357
HGNC:237	ADCY6	adenylate cyclase 6		AC6		NM_020983
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript				
HGNC:238	ADCY7	adenylate cyclase 7		KIAA0037, AC7	D25538	
HGNC:239	ADCY8	adenylate cyclase 8	ADCY3	HBAC1, AC8	Z35309	
HGNC:240	ADCY9	adenylate cyclase 9		AC9	AF036927	
HGNC:21285	ADCY10	adenylate cyclase 10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	AF271058	NM_018417
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1				NR_026938
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1		PACAP	S83513	NM_001117
HGNC:242	ADCYAP1R1	ADCYAP receptor type I		PAC1, PACAPR, PAC1R		NM_001118
HGNC:243	ADD1	adducin 1			L07261	NM_014189
HGNC:244	ADD2	adducin 2		ADDB	X58199	NM_001617
HGNC:245	ADD3	adducin 3	ADDL		U37122	NM_019903
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1				NR_038943
HGNC:246	ADDL	symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)				
HGNC:247	ADFN	albinism-deafness syndrome				
HGNC:21212	ADGB	androglobin	C6orf103	FLJ23121, dJ408K24.1, CAPN16	AK026774	NM_024694
HGNC:55654	ADGB-DT	ADGB divergent transcript				NR_125860
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	GPR123	KIAA1828	AB058731	
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1	GPR123-AS1			
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	AB040964	
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	GPR125	FLJ38547, PGR21	AK095866	
HGNC:55918	ADGRA3P1	ADGRA3 pseudogene 1				
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	BAI1		AB005297	NM_001702
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	BAI2		AB005298	NM_001703
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	BAI3	KIAA0550	AB005299	
HGNC:55774	ADGRB3-DT	ADGRB3 divergent transcript		AL391807.1, RP3-525N10.2		
